,date,area_name,area_code,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
12035,2021-01-27,Hackney,E09000012,-69,-19,14,-66,-65,27
3269,2021-01-27,Barking and Dagenham,E09000002,-50,-12,7,-56,-51,19
17879,2021-01-27,Hounslow,E09000018,-53,-21,2,-61,-54,23
9113,2021-01-27,Croydon,E09000008,-58,-18,14,-66,-56,25
6191,2021-01-27,Brent,E09000005,-55,-13,14,-61,-56,23
31515,2021-01-27,Kensington and Chelsea,E09000020,-80,-25,-25,-74,-67,27
7165,2021-01-27,Bromley,E09000006,-60,-20,-3,-67,-64,28
32489,2021-01-27,Kingston upon Thames,E09000021,-71,-28,46,-67,-64,27
21775,2021-01-27,Merton,E09000024,-63,-28,-8,-66,-62,27
23723,2021-01-27,Redbridge,E09000026,-51,-16,-14,-63,-59,23
16905,2021-01-27,Hillingdon,E09000017,-55,-19,19,-75,-55,23
10086,2021-01-26,Ealing,E09000009,-53,-23,-5,-64,-58,24
32488,2021-01-26,Kingston upon Thames,E09000021,-71,-29,,-68,-66,27
30540,2021-01-26,Greenwich,E09000011,-61,-26,-20,-62,-65,25
7164,2021-01-26,Bromley,E09000006,-60,-19,-8,-68,-65,27
18852,2021-01-26,Islington,E09000019,-81,-38,-16,-78,-75,32
11060,2021-01-26,Enfield,E09000010,-53,-22,-25,-60,-54,22
21774,2021-01-26,Merton,E09000024,-63,-27,-12,-65,-64,27
13008,2021-01-26,Hammersmith and Fulham,E09000013,-76,-36,-21,-69,-72,29
22748,2021-01-26,Newham,E09000025,-61,-25,70,-63,-59,22
23722,2021-01-26,Redbridge,E09000026,-52,-19,-25,-66,-62,23
8138,2021-01-26,Camden,E09000007,-86,-47,-38,-81,-73,30
13982,2021-01-26,Haringey,E09000014,-58,-28,-9,-65,-66,26
4242,2021-01-26,Barnet,E09000003,-58,-24,-4,-65,-62,26
25670,2021-01-26,Southwark,E09000028,-70,-34,-38,-72,-68,29
6190,2021-01-26,Brent,E09000005,-56,-21,0,-61,-57,22
28592,2021-01-26,Waltham Forest,E09000031,-51,-19,-11,-65,-62,24
16904,2021-01-26,Hillingdon,E09000017,-58,-20,-13,-76,-56,23
19826,2021-01-26,Lambeth,E09000022,-71,-25,-23,-75,-66,29
3268,2021-01-26,Barking and Dagenham,E09000002,-49,-22,-2,-55,-52,19
1320,2021-01-26,City of London,E09000001,-94,-80,-91,-86,-77,
9112,2021-01-26,Croydon,E09000008,-59,-19,2,-67,-58,25
29566,2021-01-26,Wandsworth,E09000032,-67,-28,-1,-68,-69,32
2294,2021-01-26,Westminster,E09000033,-92,-57,-72,-82,-72,29
27618,2021-01-26,Tower Hamlets,E09000030,-71,-37,-47,-75,-73,30
31514,2021-01-26,Kensington and Chelsea,E09000020,-81,-27,-34,-75,-69,27
15930,2021-01-26,Havering,E09000016,-60,-23,-25,-60,-56,22
17878,2021-01-26,Hounslow,E09000018,-55,-25,-3,-62,-56,23
12034,2021-01-26,Hackney,E09000012,-70,-24,4,-69,-66,27
20800,2021-01-26,Lewisham,E09000023,-54,-18,13,-65,-66,27
26644,2021-01-26,Sutton,E09000029,-57,-24,-4,-67,-62,25
24696,2021-01-26,Richmond upon Thames,E09000027,-69,-21,-14,-72,-73,29
14956,2021-01-26,Harrow,E09000015,-60,-26,-7,-63,-56,24
5216,2021-01-26,Bexley,E09000004,-59,-21,9,-69,-59,23
8137,2021-01-25,Camden,E09000007,-84,-47,-7,-80,-73,29
29565,2021-01-25,Wandsworth,E09000032,-65,-25,24,-68,-69,30
10085,2021-01-25,Ealing,E09000009,-51,-19,33,-60,-58,23
13981,2021-01-25,Haringey,E09000014,-55,-25,18,-64,-64,24
4241,2021-01-25,Barnet,E09000003,-57,-22,28,-63,-62,25
3267,2021-01-25,Barking and Dagenham,E09000002,-45,-14,31,-53,-51,18
19825,2021-01-25,Lambeth,E09000022,-67,-24,3,-74,-66,28
5215,2021-01-25,Bexley,E09000004,-55,-20,39,-66,-58,22
28591,2021-01-25,Waltham Forest,E09000031,-43,-14,16,-62,-61,22
22747,2021-01-25,Newham,E09000025,-60,-21,131,-59,-58,21
21773,2021-01-25,Merton,E09000024,-61,-24,13,-64,-63,25
14955,2021-01-25,Harrow,E09000015,-57,-23,32,-61,-59,24
27617,2021-01-25,Tower Hamlets,E09000030,-66,-33,-27,-73,-72,28
11059,2021-01-25,Enfield,E09000010,-48,-20,0,-59,-54,21
20799,2021-01-25,Lewisham,E09000023,-50,-15,47,-66,-66,26
6189,2021-01-25,Brent,E09000005,-54,-18,41,-57,-57,22
23721,2021-01-25,Redbridge,E09000026,-48,-18,6,-64,-59,22
7163,2021-01-25,Bromley,E09000006,-58,-18,17,-67,-64,25
13007,2021-01-25,Hammersmith and Fulham,E09000013,-75,-36,5,-68,-70,28
12033,2021-01-25,Hackney,E09000012,-67,-21,35,-68,-65,25
1319,2021-01-25,City of London,E09000001,-93,-80,-89,-86,-76,
17877,2021-01-25,Hounslow,E09000018,-52,-22,16,-60,-56,22
31513,2021-01-25,Kensington and Chelsea,E09000020,-79,-23,-16,-72,-69,26
30539,2021-01-25,Greenwich,E09000011,-57,-19,10,-58,-64,24
9111,2021-01-25,Croydon,E09000008,-57,-18,43,-64,-55,23
2293,2021-01-25,Westminster,E09000033,-91,-52,-61,-81,-72,27
15929,2021-01-25,Havering,E09000016,-56,-21,2,-58,-55,21
18851,2021-01-25,Islington,E09000019,-79,-37,0,-75,-74,30
25669,2021-01-25,Southwark,E09000028,-66,-29,-17,-71,-67,27
32487,2021-01-25,Kingston upon Thames,E09000021,-70,-27,,-67,-66,27
26643,2021-01-25,Sutton,E09000029,-53,-21,31,-69,-63,24
16903,2021-01-25,Hillingdon,E09000017,-57,-20,20,-76,-56,22
24695,2021-01-25,Richmond upon Thames,E09000027,-63,-18,28,-69,-73,27
32486,2021-01-24,Kingston upon Thames,E09000021,-81,-38,95,-64,-44,14
14954,2021-01-24,Harrow,E09000015,-74,-36,119,-59,-37,13
7162,2021-01-24,Bromley,E09000006,-72,-30,-4,-66,-39,13
23720,2021-01-24,Redbridge,E09000026,-63,-30,-23,-63,-38,12
24694,2021-01-24,Richmond upon Thames,E09000027,-75,-30,19,-76,-48,14
21772,2021-01-24,Merton,E09000024,-74,-38,18,-71,-41,14
5214,2021-01-24,Bexley,E09000004,-70,-31,-12,-64,-37,13
28590,2021-01-24,Waltham Forest,E09000031,-63,-24,18,-65,-46,13
25668,2021-01-24,Southwark,E09000028,-76,-37,-23,-76,-39,15
8136,2021-01-24,Camden,E09000007,-87,-54,-10,-84,-40,14
30538,2021-01-24,Greenwich,E09000011,-75,-34,-17,-66,-43,14
12032,2021-01-24,Hackney,E09000012,-75,-29,14,-71,-33,14
18850,2021-01-24,Islington,E09000019,-83,-34,37,-77,-37,15
6188,2021-01-24,Brent,E09000005,-72,-30,86,-61,-45,13
17876,2021-01-24,Hounslow,E09000018,-67,-39,31,-63,-41,13
31512,2021-01-24,Kensington and Chelsea,E09000020,-88,-39,-33,-80,-43,15
15928,2021-01-24,Havering,E09000016,-71,-33,-23,-59,-32,12
11058,2021-01-24,Enfield,E09000010,-68,-35,5,-58,-39,13
16902,2021-01-24,Hillingdon,E09000017,-70,-39,82,-75,-39,13
13006,2021-01-24,Hammersmith and Fulham,E09000013,-83,-43,29,-74,-44,15
26642,2021-01-24,Sutton,E09000029,-73,-36,24,-67,-45,13
13980,2021-01-24,Haringey,E09000014,-68,-35,23,-67,-50,14
3266,2021-01-24,Barking and Dagenham,E09000002,-62,-30,-18,-58,-36,11
1318,2021-01-24,City of London,E09000001,-92,-77,-90,-87,,
10084,2021-01-24,Ealing,E09000009,-67,-29,68,-64,-44,13
27616,2021-01-24,Tower Hamlets,E09000030,-74,-52,-46,-74,-43,15
2292,2021-01-24,Westminster,E09000033,-94,-61,-75,-86,-46,15
19824,2021-01-24,Lambeth,E09000022,-77,-31,-4,-75,-38,15
20798,2021-01-24,Lewisham,E09000023,-65,-26,47,-67,-41,14
29564,2021-01-24,Wandsworth,E09000032,-75,-40,18,-70,-35,15
4240,2021-01-24,Barnet,E09000003,-71,-35,66,-64,-45,14
22746,2021-01-24,Newham,E09000025,-72,-36,24,-67,-40,12
9110,2021-01-24,Croydon,E09000008,-74,-33,33,-70,-33,13
11057,2021-01-23,Enfield,E09000010,-57,-18,1,-56,-33,15
21771,2021-01-23,Merton,E09000024,-65,-23,14,-64,-37,16
20797,2021-01-23,Lewisham,E09000023,-57,-14,35,-60,-38,16
15927,2021-01-23,Havering,E09000016,-65,-23,2,-55,-31,15
13979,2021-01-23,Haringey,E09000014,-62,-25,14,-63,-47,16
8135,2021-01-23,Camden,E09000007,-85,-47,-18,-81,-38,17
17875,2021-01-23,Hounslow,E09000018,-58,-17,9,-59,-36,15
10083,2021-01-23,Ealing,E09000009,-58,-17,25,-61,-39,15
4239,2021-01-23,Barnet,E09000003,-62,-18,36,-60,-39,15
25667,2021-01-23,Southwark,E09000028,-71,-29,-24,-71,-37,16
19823,2021-01-23,Lambeth,E09000022,-74,-19,-20,-70,-37,17
27615,2021-01-23,Tower Hamlets,E09000030,-66,-33,-35,-71,-42,17
12031,2021-01-23,Hackney,E09000012,-75,-16,21,-67,-36,15
18849,2021-01-23,Islington,E09000019,-81,-19,30,-71,-35,17
9109,2021-01-23,Croydon,E09000008,-66,-16,55,-64,-32,15
26641,2021-01-23,Sutton,E09000029,-62,-23,25,-67,-39,15
5213,2021-01-23,Bexley,E09000004,-64,-17,30,-62,-31,15
28589,2021-01-23,Waltham Forest,E09000031,-55,-12,-2,-59,-43,15
14953,2021-01-23,Harrow,E09000015,-65,-19,52,-57,-30,15
29563,2021-01-23,Wandsworth,E09000032,-70,-18,22,-66,-36,18
6187,2021-01-23,Brent,E09000005,-64,-18,35,-58,-42,15
16901,2021-01-23,Hillingdon,E09000017,-60,-20,57,-75,-31,15
31511,2021-01-23,Kensington and Chelsea,E09000020,-85,-26,-27,-78,-37,16
23719,2021-01-23,Redbridge,E09000026,-55,-19,-13,-58,-34,15
22745,2021-01-23,Newham,E09000025,-69,-24,71,-64,-39,15
13005,2021-01-23,Hammersmith and Fulham,E09000013,-81,-32,12,-73,-45,17
30537,2021-01-23,Greenwich,E09000011,-68,-21,-16,-57,-39,15
32485,2021-01-23,Kingston upon Thames,E09000021,-75,-22,43,-64,-40,16
7161,2021-01-23,Bromley,E09000006,-65,-15,14,-61,-34,16
24693,2021-01-23,Richmond upon Thames,E09000027,-64,-12,20,-67,-42,16
2291,2021-01-23,Westminster,E09000033,-93,-55,-70,-84,-45,17
1317,2021-01-23,City of London,E09000001,-92,-62,-85,-83,,
3265,2021-01-23,Barking and Dagenham,E09000002,-54,-16,5,-53,-32,13
16900,2021-01-22,Hillingdon,E09000017,-59,-18,46,-74,-54,23
9108,2021-01-22,Croydon,E09000008,-62,-14,48,-64,-56,24
17874,2021-01-22,Hounslow,E09000018,-53,-21,36,-58,-55,23
14952,2021-01-22,Harrow,E09000015,-61,-18,56,-63,-57,24
6186,2021-01-22,Brent,E09000005,-57,-14,52,-59,-56,23
12030,2021-01-22,Hackney,E09000012,-72,-12,34,-64,-63,27
27614,2021-01-22,Tower Hamlets,E09000030,-71,-31,-35,-74,-71,30
30536,2021-01-22,Greenwich,E09000011,-64,-17,12,-58,-61,26
8134,2021-01-22,Camden,E09000007,-86,-42,-12,-81,-70,30
7160,2021-01-22,Bromley,E09000006,-60,-13,28,-64,-63,27
3264,2021-01-22,Barking and Dagenham,E09000002,-50,-12,38,-53,-49,20
23718,2021-01-22,Redbridge,E09000026,-50,-17,17,-62,-59,24
10082,2021-01-22,Ealing,E09000009,-53,-17,37,-62,-56,24
15926,2021-01-22,Havering,E09000016,-60,-20,19,-57,-55,23
29562,2021-01-22,Wandsworth,E09000032,-67,-17,34,-66,-66,32
18848,2021-01-22,Islington,E09000019,-81,-29,30,-75,-71,32
11056,2021-01-22,Enfield,E09000010,-52,-17,13,-57,-52,22
24692,2021-01-22,Richmond upon Thames,E09000027,-64,-15,49,-69,-70,28
25666,2021-01-22,Southwark,E09000028,-71,-26,-20,-71,-65,29
31510,2021-01-22,Kensington and Chelsea,E09000020,-81,-23,-16,-71,-66,27
26640,2021-01-22,Sutton,E09000029,-58,-21,42,-68,-61,25
13004,2021-01-22,Hammersmith and Fulham,E09000013,-76,-32,9,-69,-69,30
21770,2021-01-22,Merton,E09000024,-63,-20,14,-65,-60,26
20796,2021-01-22,Lewisham,E09000023,-52,-10,52,-63,-64,28
5212,2021-01-22,Bexley,E09000004,-59,-16,54,-66,-57,24
32484,2021-01-22,Kingston upon Thames,E09000021,-70,-24,,-65,-63,27
28588,2021-01-22,Waltham Forest,E09000031,-49,-13,31,-62,-59,24
1316,2021-01-22,City of London,E09000001,-95,-77,-89,-85,-71,
22744,2021-01-22,Newham,E09000025,-63,-20,130,-61,-57,23
19822,2021-01-22,Lambeth,E09000022,-73,-18,2,-73,-65,30
2290,2021-01-22,Westminster,E09000033,-92,-52,-66,-82,-70,29
13978,2021-01-22,Haringey,E09000014,-56,-20,38,-61,-63,26
4238,2021-01-22,Barnet,E09000003,-58,-19,54,-64,-59,25
23717,2021-01-21,Redbridge,E09000026,-50,-20,0,-67,-60,24
13977,2021-01-21,Haringey,E09000014,-57,-22,21,-65,-64,26
8133,2021-01-21,Camden,E09000007,-86,-45,-23,-82,-73,30
5211,2021-01-21,Bexley,E09000004,-58,-18,31,-66,-58,24
12029,2021-01-21,Hackney,E09000012,-70,-14,26,-68,-66,27
4237,2021-01-21,Barnet,E09000003,-56,-20,40,-66,-61,26
7159,2021-01-21,Bromley,E09000006,-60,-18,20,-68,-65,27
27613,2021-01-21,Tower Hamlets,E09000030,-71,-35,-34,-76,-72,31
32483,2021-01-21,Kingston upon Thames,E09000021,-71,-26,,-68,-66,28
31509,2021-01-21,Kensington and Chelsea,E09000020,-80,-20,-18,-72,-68,27
19821,2021-01-21,Lambeth,E09000022,-72,-21,-4,-76,-67,30
1315,2021-01-21,City of London,E09000001,-95,-80,-90,-87,-75,
6185,2021-01-21,Brent,E09000005,-55,-14,37,-61,-58,23
20795,2021-01-21,Lewisham,E09000023,-53,-10,52,-66,-67,28
11055,2021-01-21,Enfield,E09000010,-51,-16,0,-61,-55,23
9107,2021-01-21,Croydon,E09000008,-59,-15,36,-67,-57,25
16899,2021-01-21,Hillingdon,E09000017,-57,-15,45,-75,-55,23
2289,2021-01-21,Westminster,E09000033,-92,-53,-65,-83,-72,29
18847,2021-01-21,Islington,E09000019,-81,-31,11,-78,-73,33
22743,2021-01-21,Newham,E09000025,-64,-23,98,-65,-59,22
15925,2021-01-21,Havering,E09000016,-58,-19,1,-61,-56,23
13003,2021-01-21,Hammersmith and Fulham,E09000013,-76,-31,-1,-70,-71,30
29561,2021-01-21,Wandsworth,E09000032,-67,-20,14,-67,-69,33
3263,2021-01-21,Barking and Dagenham,E09000002,-48,-15,14,-55,-51,19
21769,2021-01-21,Merton,E09000024,-63,-26,-2,-68,-64,27
30535,2021-01-21,Greenwich,E09000011,-61,-20,3,-63,-65,26
10081,2021-01-21,Ealing,E09000009,-52,-16,31,-64,-58,24
28587,2021-01-21,Waltham Forest,E09000031,-47,-13,14,-63,-61,25
26639,2021-01-21,Sutton,E09000029,-56,-21,20,-71,-62,25
25665,2021-01-21,Southwark,E09000028,-70,-30,-26,-74,-67,30
24691,2021-01-21,Richmond upon Thames,E09000027,-62,-17,29,-71,-72,30
14951,2021-01-21,Harrow,E09000015,-59,-21,36,-66,-58,24
17873,2021-01-21,Hounslow,E09000018,-54,-20,20,-63,-56,23
17872,2021-01-20,Hounslow,E09000018,-59,-29,-25,-64,-55,24
9106,2021-01-20,Croydon,E09000008,-63,-29,-26,-69,-57,26
22742,2021-01-20,Newham,E09000025,-67,-29,45,-64,-59,24
26638,2021-01-20,Sutton,E09000029,-62,-29,-39,-72,-63,27
31508,2021-01-20,Kensington and Chelsea,E09000020,-81,-29,-38,-74,-69,28
4236,2021-01-20,Barnet,E09000003,-60,-27,-23,-66,-62,27
23716,2021-01-20,Redbridge,E09000026,-56,-24,-41,-64,-61,24
16898,2021-01-20,Hillingdon,E09000017,-61,-27,-11,-76,-56,24
5210,2021-01-20,Bexley,E09000004,-62,-26,-24,-69,-59,25
1314,2021-01-20,City of London,E09000001,-94,-81,-90,-87,-74,
27612,2021-01-20,Tower Hamlets,E09000030,-73,-41,-53,-77,-73,31
14950,2021-01-20,Harrow,E09000015,-63,-29,-17,-65,-58,25
11054,2021-01-20,Enfield,E09000010,-55,-26,-40,-62,-55,23
20794,2021-01-20,Lewisham,E09000023,-57,-19,-10,-68,-65,29
30534,2021-01-20,Greenwich,E09000011,-65,-26,-39,-64,-64,26
24690,2021-01-20,Richmond upon Thames,E09000027,-69,-27,-25,-74,-73,31
12028,2021-01-20,Hackney,E09000012,-72,-24,-5,-69,-66,28
18846,2021-01-20,Islington,E09000019,-82,-38,-18,-78,-74,34
2288,2021-01-20,Westminster,E09000033,-92,-56,-75,-83,-73,29
3262,2021-01-20,Barking and Dagenham,E09000002,-52,-18,-24,-58,-52,20
21768,2021-01-20,Merton,E09000024,-66,-33,-31,-68,-63,28
28586,2021-01-20,Waltham Forest,E09000031,-52,-20,-29,-63,-60,25
10080,2021-01-20,Ealing,E09000009,-54,-26,-24,-65,-59,25
13976,2021-01-20,Haringey,E09000014,-63,-29,-23,-68,-65,27
29560,2021-01-20,Wandsworth,E09000032,-71,-30,-9,-70,-69,33
8132,2021-01-20,Camden,E09000007,-87,-52,-41,-82,-73,31
25664,2021-01-20,Southwark,E09000028,-73,-35,-43,-74,-68,30
32482,2021-01-20,Kingston upon Thames,E09000021,-76,-35,-5,-69,-66,29
7158,2021-01-20,Bromley,E09000006,-63,-27,-34,-70,-66,29
15924,2021-01-20,Havering,E09000016,-62,-29,-37,-62,-56,24
6184,2021-01-20,Brent,E09000005,-58,-22,-8,-63,-58,24
19820,2021-01-20,Lambeth,E09000022,-74,-28,-26,-77,-67,31
13002,2021-01-20,Hammersmith and Fulham,E09000013,-76,-38,-29,-71,-72,30
32481,2021-01-19,Kingston upon Thames,E09000021,-72,-31,,-69,-66,27
31507,2021-01-19,Kensington and Chelsea,E09000020,-80,-26,-28,-74,-69,27
2287,2021-01-19,Westminster,E09000033,-91,-57,-69,-82,-73,29
4235,2021-01-19,Barnet,E09000003,-58,-25,11,-65,-62,26
10079,2021-01-19,Ealing,E09000009,-53,-24,8,-64,-58,24
26637,2021-01-19,Sutton,E09000029,-58,-27,2,-70,-63,25
9105,2021-01-19,Croydon,E09000008,-60,-21,6,-68,-59,24
25663,2021-01-19,Southwark,E09000028,-71,-33,-30,-73,-68,28
13001,2021-01-19,Hammersmith and Fulham,E09000013,-75,-37,-16,-69,-72,29
19819,2021-01-19,Lambeth,E09000022,-72,-25,-13,-76,-66,30
20793,2021-01-19,Lewisham,E09000023,-55,-17,18,-67,-67,28
24689,2021-01-19,Richmond upon Thames,E09000027,-66,-23,-6,-71,-73,29
18845,2021-01-19,Islington,E09000019,-80,-37,2,-77,-74,31
3261,2021-01-19,Barking and Dagenham,E09000002,-52,-23,3,-55,-53,19
11053,2021-01-19,Enfield,E09000010,-52,-24,-20,-60,-55,22
21767,2021-01-19,Merton,E09000024,-64,-31,-9,-67,-64,27
28585,2021-01-19,Waltham Forest,E09000031,-52,-20,-10,-64,-63,24
12027,2021-01-19,Hackney,E09000012,-69,-23,12,-68,-67,27
8131,2021-01-19,Camden,E09000007,-85,-48,-33,-82,-74,30
29559,2021-01-19,Wandsworth,E09000032,-68,-28,2,-68,-70,32
15923,2021-01-19,Havering,E09000016,-60,-24,-22,-60,-57,23
27611,2021-01-19,Tower Hamlets,E09000030,-72,-36,-43,-76,-74,30
13975,2021-01-19,Haringey,E09000014,-59,-26,8,-65,-67,26
6183,2021-01-19,Brent,E09000005,-56,-20,13,-61,-58,22
14949,2021-01-19,Harrow,E09000015,-60,-26,7,-64,-57,24
23715,2021-01-19,Redbridge,E09000026,-52,-18,-19,-65,-62,23
22741,2021-01-19,Newham,E09000025,-62,-26,77,-62,-60,23
7157,2021-01-19,Bromley,E09000006,-60,-21,-4,-68,-65,27
17871,2021-01-19,Hounslow,E09000018,-55,-26,9,-62,-57,23
16897,2021-01-19,Hillingdon,E09000017,-58,-22,7,-75,-56,23
5209,2021-01-19,Bexley,E09000004,-59,-24,8,-69,-60,24
30533,2021-01-19,Greenwich,E09000011,-65,-24,-16,-62,-65,25
1313,2021-01-19,City of London,E09000001,-94,-80,-89,-86,-76,
30532,2021-01-18,Greenwich,E09000011,-63,-21,4,-59,-64,24
29558,2021-01-18,Wandsworth,E09000032,-66,-26,11,-69,-69,30
12026,2021-01-18,Hackney,E09000012,-67,-23,26,-69,-67,25
10078,2021-01-18,Ealing,E09000009,-52,-20,23,-62,-58,23
28584,2021-01-18,Waltham Forest,E09000031,-46,-19,-1,-62,-61,23
32480,2021-01-18,Kingston upon Thames,E09000021,-70,-31,,-68,-66,27
27610,2021-01-18,Tower Hamlets,E09000030,-69,-35,-37,-75,-73,29
13974,2021-01-18,Haringey,E09000014,-57,-27,7,-65,-65,25
16896,2021-01-18,Hillingdon,E09000017,-57,-21,29,-76,-55,22
1312,2021-01-18,City of London,E09000001,-93,-78,-88,-85,-75,
18844,2021-01-18,Islington,E09000019,-79,-39,-5,-76,-74,30
7156,2021-01-18,Bromley,E09000006,-59,-22,12,-67,-65,26
19818,2021-01-18,Lambeth,E09000022,-69,-28,-4,-75,-66,28
31506,2021-01-18,Kensington and Chelsea,E09000020,-80,-24,-26,-73,-69,26
24688,2021-01-18,Richmond upon Thames,E09000027,-65,-22,6,-71,-73,27
17870,2021-01-18,Hounslow,E09000018,-52,-25,8,-62,-56,22
21766,2021-01-18,Merton,E09000024,-62,-27,-5,-66,-63,26
14948,2021-01-18,Harrow,E09000015,-55,-23,25,-63,-58,23
22740,2021-01-18,Newham,E09000025,-61,-24,98,-61,-60,22
13000,2021-01-18,Hammersmith and Fulham,E09000013,-75,-38,-2,-67,-71,29
4234,2021-01-18,Barnet,E09000003,-58,-23,19,-65,-61,25
6182,2021-01-18,Brent,E09000005,-55,-18,36,-60,-57,22
8130,2021-01-18,Camden,E09000007,-84,-51,-17,-81,-74,28
15922,2021-01-18,Havering,E09000016,-57,-25,-10,-59,-57,21
5208,2021-01-18,Bexley,E09000004,-57,-25,22,-68,-59,22
2286,2021-01-18,Westminster,E09000033,-91,-53,-65,-82,-73,28
9104,2021-01-18,Croydon,E09000008,-60,-21,26,-65,-56,23
11052,2021-01-18,Enfield,E09000010,-50,-24,-1,-60,-55,21
25662,2021-01-18,Southwark,E09000028,-68,-32,-21,-73,-67,27
20792,2021-01-18,Lewisham,E09000023,-52,-20,23,-67,-67,26
26636,2021-01-18,Sutton,E09000029,-55,-26,27,-70,-63,24
3260,2021-01-18,Barking and Dagenham,E09000002,-47,-19,10,-56,-53,18
23714,2021-01-18,Redbridge,E09000026,-50,-22,-13,-64,-60,22
11051,2021-01-17,Enfield,E09000010,-61,-23,22,-55,-34,11
23713,2021-01-17,Redbridge,E09000026,-56,-21,23,-60,-36,11
5207,2021-01-17,Bexley,E09000004,-65,-25,57,-58,-31,11
1311,2021-01-17,City of London,E09000001,-89,-70,-85,-84,,
28583,2021-01-17,Waltham Forest,E09000031,-55,-17,52,-62,-43,12
14947,2021-01-17,Harrow,E09000015,-66,-25,73,-57,-32,12
20791,2021-01-17,Lewisham,E09000023,-58,-20,60,-64,-38,13
17869,2021-01-17,Hounslow,E09000018,-59,-29,25,-61,-38,12
6181,2021-01-17,Brent,E09000005,-66,-19,36,-60,-42,12
9103,2021-01-17,Croydon,E09000008,-68,-24,59,-64,-31,11
18843,2021-01-17,Islington,E09000019,-79,-28,35,-76,-32,13
3259,2021-01-17,Barking and Dagenham,E09000002,-55,-23,42,-53,-36,11
21765,2021-01-17,Merton,E09000024,-66,-32,25,-67,-37,12
27609,2021-01-17,Tower Hamlets,E09000030,-67,-44,-25,-71,-39,13
29557,2021-01-17,Wandsworth,E09000032,-68,-34,31,-68,-29,14
8129,2021-01-17,Camden,E09000007,-82,-46,9,-82,-38,13
15921,2021-01-17,Havering,E09000016,-66,-27,50,-54,-31,11
24687,2021-01-17,Richmond upon Thames,E09000027,-65,-18,44,-65,-46,12
19817,2021-01-17,Lambeth,E09000022,-73,-24,-3,-73,-32,13
30531,2021-01-17,Greenwich,E09000011,-71,-25,18,-60,-41,12
12025,2021-01-17,Hackney,E09000012,-71,-24,33,-68,-35,12
32479,2021-01-17,Kingston upon Thames,E09000021,-74,-29,79,-60,-42,12
31505,2021-01-17,Kensington and Chelsea,E09000020,-83,-27,-6,-78,-36,13
2285,2021-01-17,Westminster,E09000033,-92,-53,-63,-85,-44,13
12999,2021-01-17,Hammersmith and Fulham,E09000013,-79,-37,23,-69,-43,13
10077,2021-01-17,Ealing,E09000009,-60,-19,28,-62,-39,12
7155,2021-01-17,Bromley,E09000006,-66,-22,34,-61,-35,12
25661,2021-01-17,Southwark,E09000028,-70,-30,1,-73,-37,13
26635,2021-01-17,Sutton,E09000029,-63,-27,47,-62,-39,12
13973,2021-01-17,Haringey,E09000014,-63,-31,15,-64,-48,12
22739,2021-01-17,Newham,E09000025,-67,-30,105,-64,-40,11
4233,2021-01-17,Barnet,E09000003,-64,-25,63,-64,-39,12
16895,2021-01-17,Hillingdon,E09000017,-61,-27,77,-71,-36,12
12024,2021-01-16,Hackney,E09000012,-78,-23,-14,-72,-40,17
4232,2021-01-16,Barnet,E09000003,-67,-26,-16,-67,-42,17
27608,2021-01-16,Tower Hamlets,E09000030,-71,-35,-55,-73,-45,19
9102,2021-01-16,Croydon,E09000008,-70,-23,5,-68,-36,16
24686,2021-01-16,Richmond upon Thames,E09000027,-72,-20,-25,-72,-45,18
26634,2021-01-16,Sutton,E09000029,-68,-28,-20,-69,-42,17
20790,2021-01-16,Lewisham,E09000023,-63,-21,-6,-65,-42,18
28582,2021-01-16,Waltham Forest,E09000031,-60,-19,-37,-63,-45,17
3258,2021-01-16,Barking and Dagenham,E09000002,-58,-23,-25,-54,-37,15
10076,2021-01-16,Ealing,E09000009,-63,-23,-6,-63,-41,17
15920,2021-01-16,Havering,E09000016,-70,-28,-35,-58,-36,17
21764,2021-01-16,Merton,E09000024,-68,-27,-20,-68,-41,18
18842,2021-01-16,Islington,E09000019,-84,-24,-10,-77,-39,19
2284,2021-01-16,Westminster,E09000033,-95,-60,-81,-87,-44,18
32478,2021-01-16,Kingston upon Thames,E09000021,-79,-30,1,-69,-41,18
25660,2021-01-16,Southwark,E09000028,-76,-36,-43,-75,-39,18
13972,2021-01-16,Haringey,E09000014,-67,-29,-26,-66,-50,18
31504,2021-01-16,Kensington and Chelsea,E09000020,-88,-35,-49,-81,-41,18
19816,2021-01-16,Lambeth,E09000022,-78,-24,-43,-75,-38,19
23712,2021-01-16,Redbridge,E09000026,-59,-25,-45,-62,-38,16
22738,2021-01-16,Newham,E09000025,-72,-30,11,-67,-43,16
5206,2021-01-16,Bexley,E09000004,-67,-23,-19,-67,-34,16
1310,2021-01-16,City of London,E09000001,-93,-71,-92,-86,,
16894,2021-01-16,Hillingdon,E09000017,-65,-26,15,-73,-34,16
14946,2021-01-16,Harrow,E09000015,-69,-23,1,-62,-35,17
30530,2021-01-16,Greenwich,E09000011,-74,-28,-48,-62,-40,17
17868,2021-01-16,Hounslow,E09000018,-61,-23,-24,-61,-38,16
6180,2021-01-16,Brent,E09000005,-68,-23,-4,-61,-44,17
29556,2021-01-16,Wandsworth,E09000032,-75,-24,-14,-71,-38,20
